address,year,sub_area
"ул. Мусы Джалиля, д. 9, к. 6",1987,муниципальный округ Зябликово
"ул. Шипиловская, д. 51",1987,муниципальный округ Зябликово
"ул. Кустанайская, д. 7, к. 1",1987,муниципальный округ Зябликово
"ул. Мусы Джалиля, д. 9, к. 5",1987,муниципальный округ Зябликово
"ул. Мусы Джалиля, д. 19, к. 1",1988,муниципальный округ Зябликово
"проезд. Ореховый, д. 11",1992,муниципальный округ Зябликово
"проезд. Ореховый, д. 9",1993,муниципальный округ Зябликово
"проезд. Ореховый, д. 13, к. 2",1994,муниципальный округ Зябликово
"б-р. Ореховый, д. 57",1995,муниципальный округ Зябликово
"б-р. Ореховый, д. 59, к. 1",1996,муниципальный округ Зябликово
"проезд. Задонский, д. 32, к. 2",1996,муниципальный округ Зябликово
"ул. Мусы Джалиля, д. 34, к. 1",1997,муниципальный округ Зябликово
"проезд. Задонский, д. 12, к. 1",1997,муниципальный округ Зябликово
"ул. Мусы Джалиля, д. 40",1997,муниципальный округ Зябликово
"ул. Мусы Джалиля, д. 28, к. 1",1997,муниципальный округ Зябликово
"б-р. Ореховый, д. 59, к. 3",1999,муниципальный округ Зябликово
"б-р. Ореховый, д. 59, к. 2",1999,муниципальный округ Зябликово
"проезд. Задонский, д. 22",2001,муниципальный округ Зябликово
"б-р. Ореховый, д. 33А",2007,муниципальный округ Зябликово
"проезд. Ореховый, д. 41, к. 1",2010,муниципальный округ Зябликово
"ш. Каширское, д. 70, к. 1",1952,муниципальный округ Москворечье-Сабурово
"ш. Каширское, д. 72, к. 1",1952,муниципальный округ Москворечье-Сабурово
"ш. Каширское, д. 68, к. 1",1954,муниципальный округ Москворечье-Сабурово
"ш. Каширское, д. 66, к. 1",1954,муниципальный округ Москворечье-Сабурово
"ш. Каширское, д. 58, к. 2",1955,муниципальный округ Москворечье-Сабурово
